exp batch.size run start.date start.time iter.date iter.time epoch epoch.total iter iter.total
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:21.528 7 10 13 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:23.529 7 10 14 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:25.519 7 10 15 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:27.517 7 10 16 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:30.044 8 10 1 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:32.012 8 10 2 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:33.988 8 10 3 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:36.105 8 10 4 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:38.068 8 10 5 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:40.032 8 10 6 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:41.994 8 10 7 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:44.035 8 10 8 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:45.998 8 10 9 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:47.994 8 10 10 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:49.979 8 10 11 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:51.974 8 10 12 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:53.968 8 10 13 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:55.959 8 10 14 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:57.943 8 10 15 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:53:59.937 8 10 16 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:02.558 9 10 1 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:04.517 9 10 2 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:06.475 9 10 3 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:08.434 9 10 4 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:10.564 9 10 5 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:12.523 9 10 6 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:14.481 9 10 7 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:16.440 9 10 8 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:18.416 9 10 9 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:20.400 9 10 10 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:22.381 9 10 11 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:24.382 9 10 12 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:26.370 9 10 13 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:28.359 9 10 14 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:30.351 9 10 15 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:32.334 9 10 16 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:34.990 10 10 1 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:37.005 10 10 2 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:39.003 10 10 3 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:40.959 10 10 4 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:42.915 10 10 5 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:45.055 10 10 6 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:47.013 10 10 7 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:48.966 10 10 8 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:50.926 10 10 9 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:52.913 10 10 10 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:54.901 10 10 11 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:56.902 10 10 12 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:54:58.895 10 10 13 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:55:00.884 10 10 14 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:55:02.895 10 10 15 16
IAAS-g4dn.xlarge 1 3 2022-08-02 10:47:41.187 2022-08-02 10:55:04.901 10 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:31.149 1 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:31.558 1 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:31.951 1 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:32.349 1 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:32.804 1 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:33.210 1 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:33.614 1 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:34.019 1 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:34.466 1 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:34.906 1 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:35.353 1 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:35.833 1 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:36.303 1 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:36.744 1 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:37.194 1 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:37.649 1 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:38.413 2 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:38.862 2 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:39.334 2 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:39.818 2 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:40.436 2 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:40.880 2 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:41.294 2 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:41.709 2 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:42.186 2 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:42.714 2 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:43.119 2 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:43.559 2 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:44.014 2 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:44.456 2 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:44.919 2 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:45.367 2 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:46.187 3 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:46.923 3 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:47.331 3 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:47.726 3 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:48.126 3 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:48.821 3 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:49.213 3 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:49.602 3 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:50.009 3 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:50.476 3 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:50.941 3 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:51.400 3 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:51.851 3 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:52.328 3 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:52.774 3 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:53.232 3 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:54.058 4 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:54.669 4 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:55.070 4 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:55.527 4 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:55.925 4 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:56.447 4 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:56.912 4 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:57.372 4 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:57.771 4 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:58.238 4 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:58.722 4 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:59.186 4 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:36:59.635 4 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:00.122 4 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:00.588 4 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:01.059 4 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:02.199 5 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:02.592 5 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:03.005 5 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:03.398 5 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:03.913 5 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:04.306 5 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:04.749 5 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:05.157 5 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:05.599 5 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:06.049 5 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:06.514 5 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:06.977 5 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:07.432 5 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:07.875 5 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:08.339 5 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:08.794 5 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:09.582 6 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:10.062 6 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:10.773 6 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:11.179 6 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:11.573 6 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:11.988 6 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:12.537 6 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:12.946 6 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:13.347 6 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:13.752 6 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:14.207 6 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:14.669 6 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:15.129 6 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:15.588 6 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:16.030 6 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:16.477 6 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:17.253 7 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:17.738 7 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:18.265 7 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:18.865 7 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:19.272 7 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:19.679 7 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:20.080 7 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:20.649 7 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:21.051 7 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:21.459 7 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:21.935 7 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:22.399 7 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:22.854 7 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:23.324 7 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:23.788 7 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:24.237 7 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:25.035 8 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:25.599 8 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:26.009 8 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:26.403 8 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:26.861 8 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:27.525 8 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:27.923 8 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:28.326 8 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:28.718 8 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:29.312 8 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:29.712 8 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:30.101 8 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:30.558 8 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:31.016 8 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:31.474 8 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:31.935 8 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:32.891 9 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:33.283 9 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:33.731 9 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:34.201 9 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:34.801 9 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:35.204 9 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:35.603 9 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:36.012 9 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:36.542 9 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:36.939 9 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:37.402 9 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:37.884 9 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:38.327 9 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:38.785 9 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:39.241 9 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:39.705 9 10 16 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:40.661 10 10 1 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:41.260 10 10 2 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:41.722 10 10 3 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:42.132 10 10 4 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:42.528 10 10 5 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:42.994 10 10 6 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:43.459 10 10 7 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:43.855 10 10 8 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:44.334 10 10 9 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:44.796 10 10 10 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:45.280 10 10 11 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:45.769 10 10 12 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:46.261 10 10 13 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:46.724 10 10 14 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:47.191 10 10 15 16
IAAS-g5.xlarge 1 1 2022-08-02 18:34:20.932 2022-08-02 18:37:47.645 10 10 16 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:31.149 1 10 1 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:31.612 1 10 2 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:32.006 1 10 3 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:32.656 1 10 4 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:33.067 1 10 5 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:33.464 1 10 6 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:33.859 1 10 7 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:34.417 1 10 8 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:34.813 1 10 9 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:35.440 1 10 10 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:35.829 1 10 11 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:36.236 1 10 12 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:36.632 1 10 13 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:37.103 1 10 14 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:37.643 1 10 15 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:38.039 1 10 16 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:38.876 2 10 1 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:39.682 2 10 2 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:40.086 2 10 3 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:40.482 2 10 4 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:40.892 2 10 5 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:41.405 2 10 6 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:41.798 2 10 7 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:42.194 2 10 8 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:42.586 2 10 9 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:43.047 2 10 10 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:43.536 2 10 11 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:43.991 2 10 12 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:44.469 2 10 13 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:44.923 2 10 14 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:45.371 2 10 15 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:45.852 2 10 16 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:46.894 3 10 1 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:47.295 3 10 2 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:47.686 3 10 3 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:48.224 3 10 4 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:48.746 3 10 5 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:49.137 3 10 6 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:49.547 3 10 7 16
IAAS-g5.xlarge 1 2 2022-08-02 18:34:19.507 2022-08-02 18:36:50.038 3 10 8 16
